0,-7.555067,122.248034,12.193,7.3,0
1,-7.520367,122.276527,9.908,5.7,0
2,-7.661919,122.291383,12.201,5.8,0
3,-7.613724,121.543867,11.237,5.5,0
4,-7.781743,122.403823,9.906,5.5,0
5,-7.759707,122.496741,7.02,5.1,1
6,-7.540304,122.125964,16.634,5.1,2
7,-7.498009,121.805473,17.609,5.0,2
8,-7.537981,121.691665,12.742,5.3,0
9,-7.615615,122.177868,9.537,4.4,1
10,-7.703609,122.429015,13.924,4.3,2
11,-7.639426,122.291285,13.209,4.5,0
12,-7.221486,122.080059,7.033,4.1,1
13,-7.576925,122.159825,14.817,4.2,2
14,-7.599414,121.620468,19.691,4.5,2
15,-7.82688,122.409978,8.273,4.2,1
16,-7.54793,122.202856,10.75,4.5,0
17,-7.53362,121.634614,9.539,4.8,1
18,-7.386802,121.523718,13.416,4.0,0
19,-7.520208,121.64933,11.178,3.8,0
20,-7.627983,121.921061,11.805,3.8,0
21,-7.647825,122.348401,11.811,3.6,0
22,-7.486285,121.594055,11.33,4.0,0
23,-7.490711,121.617082,13.815,4.2,2
24,-7.205391,122.232964,10.63,3.5,0
25,-7.369999,121.22835,14.08,3.4,2
26,-7.579879,122.421495,9.773,3.6,0
27,-7.562879,122.321608,10.028,3.2,0
28,-7.381121,121.739144,7.831,3.4,1
29,-7.542362,121.780361,12.964,3.7,0
30,-7.849035,122.466928,12.347,3.5,0
31,-7.644486,122.434626,15.185,3.7,2
32,-7.814832,122.385087,18.113,3.3,2
33,-7.491662,122.212503,8.67,3.4,1
34,-7.16554,122.207811,7.405,3.4,1
35,-7.553416,122.367062,18.617,4.1,2
36,-7.537931,122.329331,14.523,4.4,2
37,-7.507145,121.770833,10.793,5.0,0
38,-7.615661,122.38653,15.564,3.7,2
39,-7.410531,122.309274,10.551,3.6,0
40,-7.351871,121.250347,12.088,4.3,0
41,-7.663688,122.169103,5.189,3.3,1
42,-7.678427,122.388004,9.796,3.2,0
43,-7.7128,122.418257,10.096,3.3,0
44,-7.559657,121.678011,11.122,3.6,0
45,-7.59737,122.342295,10.748,3.5,0
46,-7.626876,122.504739,12.326,3.5,0
47,-7.500857,122.150818,9.761,3.9,0
48,-7.290099,121.557256,10.513,3.7,0
49,-7.494359,121.959112,8.257,3.3,1
50,-7.529141,121.57229,10.984,3.1,0
51,-7.520752,121.696534,9.701,3.2,0
52,-7.527215,121.87793,10.567,3.3,0
53,-7.790113,122.502715,15.362,3.6,2
54,-7.519868,121.51035,8.779,3.2,1
55,-7.718605,122.493493,12.518,3.0,0
56,-7.204781,122.080502,7.609,3.2,1
57,-7.520911,122.25571,11.811,3.2,0
58,-7.585891,122.432468,13.235,3.0,0
59,-7.581542,122.261132,21.437,3.7,2
60,-7.51735,122.2056,12.665,3.5,0
61,-7.544203,122.274868,17.104,3.4,2
62,-7.784013,122.515493,11.482,4.1,0
63,-7.556815,121.759528,16.146,4.2,2
64,-7.539834,121.707937,8.489,3.9,1
65,-7.764739,122.466264,11.956,3.1,0
66,-7.58501,122.071801,20.68,3.3,2
67,-7.524597,121.601912,17.393,3.5,2
68,-7.651872,122.435348,11.273,4.4,0
69,-7.611478,122.414146,13.127,5.4,0
70,-7.592084,122.400994,10.646,4.4,0
71,-7.664488,122.431018,8.812,3.4,1
72,-7.602837,122.374918,12.079,3.4,0
73,-7.532517,121.607173,12.77,3.4,0
74,-7.543249,122.540107,5.895,3.9,1
75,-7.592893,122.387741,11.455,3.3,0
76,-7.383158,121.948721,8.45,3.2,1
77,-7.696469,122.44875,7.216,3.2,1
78,-7.353089,121.096496,9.369,2.8,1
79,-7.036201,121.278867,15.354,2.1,2
80,-7.767364,122.513406,8.947,3.2,1
81,-7.347951,121.025333,10.624,2.7,0
82,-7.668008,122.150328,4.986,3.4,1
83,-7.574877,122.409479,8.969,3.0,1
84,-7.564144,122.042856,11.2,3.0,0
85,-7.464164,122.141888,8.777,3.5,1
86,-7.615646,122.411571,15.35,3.1,2
87,-7.668285,122.372637,12.223,3.0,0
88,-7.391769,121.5214,10.319,3.1,0
89,-7.624894,122.433526,12.649,2.9,0
90,-7.494012,121.73718,12.637,3.7,0
91,-7.544791,122.181705,12.091,3.1,0
92,-7.527007,122.112562,9.1,3.3,1
93,-7.743046,122.418086,10.079,3.1,0
94,-7.725789,122.475375,10.187,3.1,0
95,-7.549558,121.553928,20.32,3.0,2
96,-7.567389,121.633202,11.692,2.5,0
97,-7.34569,121.844225,15.237,2.6,2
98,-7.528815,121.893012,9.955,3.1,0
99,-7.485969,121.789248,8.692,3.1,1
100,-7.499699,121.66728,8.664,3.7,1
101,-7.832449,122.545699,12.422,2.6,0
102,-7.46112,122.435508,7.194,3.3,1
103,-7.713347,122.516713,12.471,3.3,0
104,-7.416929,122.393639,7.77,2.9,1
105,-7.533391,122.121295,10.612,3.2,0
106,-7.509204,121.592581,8.723,3.2,1
107,-7.408523,121.331367,10.214,3.4,0
108,-7.321969,121.231063,10.738,3.4,0
109,-7.817733,122.223532,10.899,3.5,0
110,-7.541218,122.308329,11.311,3.1,0
